dep;jour;P;T;cl_age90;pop
03;2022-02-21;57;160;19;35788
03;2022-02-21;69;209;29;28141
03;2022-02-21;89;239;39;33349
03;2022-02-21;70;233;49;39464
03;2022-02-21;55;257;59;45840
03;2022-02-21;64;260;69;48958
03;2022-02-21;32;222;79;38220
03;2022-02-21;21;154;89;23577
03;2022-02-21;15;61;90;7107
03;2022-02-21;521;1935;0;331315
03;2022-02-22;21;56;09;30871
03;2022-02-22;52;153;19;35788
03;2022-02-22;36;171;29;28141
03;2022-02-22;43;163;39;33349
03;2022-02-22;44;139;49;39464
03;2022-02-22;36;185;59;45840
03;2022-02-22;28;184;69;48958
03;2022-02-22;20;164;79;38220
03;2022-02-22;23;104;89;23577
03;2022-02-22;17;62;90;7107
03;2022-02-22;320;1381;0;331315
03;2022-02-23;35;84;09;30871
03;2022-02-23;39;135;19;35788
03;2022-02-23;44;182;29;28141
03;2022-02-23;38;160;39;33349
03;2022-02-23;39;134;49;39464
03;2022-02-23;38;173;59;45840
03;2022-02-23;46;187;69;48958
03;2022-02-23;26;158;79;38220
03;2022-02-23;22;129;89;23577
03;2022-02-23;10;67;90;7107
03;2022-02-23;337;1409;0;331315
03;2022-02-24;15;47;09;30871
03;2022-02-24;28;85;19;35788
03;2022-02-24;37;144;29;28141
03;2022-02-24;38;140;39;33349
03;2022-02-24;45;132;49;39464
03;2022-02-24;33;146;59;45840
03;2022-02-24;31;143;69;48958
03;2022-02-24;18;130;79;38220
03;2022-02-24;14;90;89;23577
03;2022-02-24;10;57;90;7107
03;2022-02-24;269;1114;0;331315
03;2022-02-25;19;60;09;30871
03;2022-02-25;34;138;19;35788
03;2022-02-25;25;118;29;28141
03;2022-02-25;39;138;39;33349
03;2022-02-25;35;150;49;39464
03;2022-02-25;30;152;59;45840
03;2022-02-25;40;179;69;48958
03;2022-02-25;19;135;79;38220
03;2022-02-25;8;103;89;23577
03;2022-02-25;6;54;90;7107
03;2022-02-25;255;1228;0;331315
03;2022-02-26;37;94;09;30871
03;2022-02-26;32;126;19;35788
03;2022-02-26;21;128;29;28141
03;2022-02-26;43;110;39;33349
03;2022-02-26;30;118;49;39464
03;2022-02-26;27;139;59;45840
03;2022-02-26;25;171;69;48958
03;2022-02-26;12;158;79;38220
03;2022-02-26;11;94;89;23577
03;2022-02-26;1;20;90;7107
03;2022-02-26;239;1158;0;331315
03;2022-02-27;4;9;09;30871
03;2022-02-27;3;18;19;35788
03;2022-02-27;4;24;29;28141
03;2022-02-27;6;17;39;33349
03;2022-02-27;9;18;49;39464
03;2022-02-27;2;27;59;45840
03;2022-02-27;2;27;69;48958
03;2022-02-27;3;30;79;38220
03;2022-02-27;0;21;89;23577
03;2022-02-27;1;10;90;7107
03;2022-02-27;34;201;0;331315
03;2022-02-28;43;81;09;30871
03;2022-02-28;58;152;19;35788
03;2022-02-28;46;188;29;28141
03;2022-02-28;57;196;39;33349
03;2022-02-28;55;193;49;39464
03;2022-02-28;54;240;59;45840
03;2022-02-28;52;275;69;48958
03;2022-02-28;39;284;79;38220
03;2022-02-28;18;161;89;23577
03;2022-02-28;12;68;90;7107
03;2022-02-28;434;1838;0;331315
03;2022-03-01;33;615;09;30871
03;2022-03-01;45;174;19;35788
03;2022-03-01;31;140;29;28141
03;2022-03-01;34;132;39;33349
03;2022-03-01;31;161;49;39464
03;2022-03-01;36;200;59;45840
03;2022-03-01;24;184;69;48958
03;2022-03-01;15;161;79;38220
03;2022-03-01;14;109;89;23577
03;2022-03-01;7;52;90;7107
03;2022-03-01;270;1928;0;331315
03;2022-03-02;24;204;09;30871
03;2022-03-02;51;152;19;35788
03;2022-03-02;34;157;29;28141
03;2022-03-02;35;155;39;33349
03;2022-03-02;46;149;49;39464
03;2022-03-02;37;163;59;45840
03;2022-03-02;31;161;69;48958
03;2022-03-02;25;175;79;38220
03;2022-03-02;23;101;89;23577
03;2022-03-02;7;45;90;7107
03;2022-03-02;313;1463;0;331315
03;2022-03-03;27;184;09;30871
03;2022-03-03;31;115;19;35788
03;2022-03-03;24;119;29;28141
03;2022-03-03;32;109;39;33349
03;2022-03-03;28;118;49;39464
03;2022-03-03;26;133;59;45840
03;2022-03-03;26;141;69;48958
03;2022-03-03;26;114;79;38220
03;2022-03-03;12;75;89;23577
03;2022-03-03;2;38;90;7107
03;2022-03-03;234;1146;0;331315
03;2022-03-04;34;226;09;30871
03;2022-03-04;28;155;19;35788
03;2022-03-04;20;121;29;28141
03;2022-03-04;28;133;39;33349
03;2022-03-04;31;142;49;39464
03;2022-03-04;29;173;59;45840
03;2022-03-04;21;144;69;48958
03;2022-03-04;21;135;79;38220
03;2022-03-04;11;95;89;23577
03;2022-03-04;6;24;90;7107
03;2022-03-04;229;1348;0;331315
03;2022-03-05;24;75;09;30871
03;2022-03-05;22;102;19;35788
03;2022-03-05;18;119;29;28141
03;2022-03-05;31;110;39;33349
03;2022-03-05;19;95;49;39464
03;2022-03-05;20;116;59;45840
03;2022-03-05;14;157;69;48958
03;2022-03-05;19;178;79;38220
03;2022-03-05;10;84;89;23577
03;2022-03-05;5;17;90;7107
03;2022-03-05;182;1053;0;331315
03;2022-03-06;3;15;09;30871
03;2022-03-06;5;14;19;35788
03;2022-03-06;1;13;29;28141
03;2022-03-06;4;21;39;33349
03;2022-03-06;5;22;49;39464
03;2022-03-06;2;32;59;45840
03;2022-03-06;3;27;69;48958
03;2022-03-06;0;19;79;38220
03;2022-03-06;4;33;89;23577
03;2022-03-06;2;22;90;7107
03;2022-03-06;29;218;0;331315
03;2022-03-07;67;243;09;30871
03;2022-03-07;61;192;19;35788
03;2022-03-07;48;184;29;28141
03;2022-03-07;63;188;39;33349
03;2022-03-07;65;215;49;39464
03;2022-03-07;56;229;59;45840
03;2022-03-07;37;231;69;48958
03;2022-03-07;21;235;79;38220
03;2022-03-07;22;131;89;23577
03;2022-03-07;7;34;90;7107
03;2022-03-07;447;1882;0;331315
03;2022-03-08;44;648;09;30871
03;2022-03-08;54;231;19;35788
03;2022-03-08;28;147;29;28141
03;2022-03-08;27;127;39;33349
03;2022-03-08;40;184;49;39464
03;2022-03-08;29;188;59;45840
03;2022-03-08;38;184;69;48958
03;2022-03-08;27;176;79;38220
03;2022-03-08;15;99;89;23577
03;2022-03-08;10;49;90;7107
03;2022-03-08;312;2033;0;331315
03;2022-03-09;40;119;09;30871
03;2022-03-09;47;143;19;35788
03;2022-03-09;30;135;29;28141
03;2022-03-09;53;166;39;33349
03;2022-03-09;45;146;49;39464
03;2022-03-09;28;160;59;45840
03;2022-03-09;30;146;69;48958
03;2022-03-09;25;145;79;38220
03;2022-03-09;11;102;89;23577
03;2022-03-09;6;26;90;7107
03;2022-03-09;315;1288;0;331315
03;2022-03-10;59;256;09;30871
03;2022-03-10;63;166;19;35788
03;2022-03-10;37;143;29;28141
03;2022-03-10;59;144;39;33349
03;2022-03-10;51;153;49;39464
03;2022-03-10;33;154;59;45840
03;2022-03-10;34;132;69;48958
03;2022-03-10;33;133;79;38220
03;2022-03-10;21;90;89;23577
03;2022-03-10;5;32;90;7107
03;2022-03-10;395;1405;0;331315
03;2022-03-11;43;402;09;30871
03;2022-03-11;37;187;19;35788
03;2022-03-11;47;143;29;28141
03;2022-03-11;38;164;39;33349
03;2022-03-11;41;133;49;39464
03;2022-03-11;52;194;59;45840
03;2022-03-11;40;160;69;48958
03;2022-03-11;31;149;79;38220
03;2022-03-11;28;93;89;23577
03;2022-03-11;5;28;90;7107
03;2022-03-11;362;1653;0;331315
03;2022-03-12;44;117;09;30871
03;2022-03-12;43;116;19;35788
03;2022-03-12;16;84;29;28141
03;2022-03-12;58;150;39;33349
03;2022-03-12;42;130;49;39464
03;2022-03-12;37;149;59;45840
03;2022-03-12;34;163;69;48958
03;2022-03-12;23;179;79;38220
03;2022-03-12;17;86;89;23577
03;2022-03-12;6;22;90;7107
03;2022-03-12;320;1196;0;331315
03;2022-03-13;7;20;09;30871
03;2022-03-13;8;21;19;35788
03;2022-03-13;5;22;29;28141
03;2022-03-13;10;25;39;33349
03;2022-03-13;12;25;49;39464
03;2022-03-13;8;27;59;45840
03;2022-03-13;3;18;69;48958
03;2022-03-13;4;32;79;38220
03;2022-03-13;3;39;89;23577
03;2022-03-13;1;14;90;7107
03;2022-03-13;61;243;0;331315
03;2022-03-14;105;351;09;30871
03;2022-03-14;96;226;19;35788
03;2022-03-14;70;179;29;28141
03;2022-03-14;114;256;39;33349
03;2022-03-14;126;272;49;39464
03;2022-03-14;109;308;59;45840
03;2022-03-14;62;258;69;48958
03;2022-03-14;58;268;79;38220
03;2022-03-14;34;163;89;23577
03;2022-03-14;15;38;90;7107
03;2022-03-14;789;2319;0;331315
03;2022-03-15;71;769;09;30871
03;2022-03-15;78;296;19;35788
03;2022-03-15;72;217;29;28141
03;2022-03-15;85;201;39;33349
03;2022-03-15;72;216;49;39464
03;2022-03-15;69;242;59;45840
03;2022-03-15;61;211;69;48958
03;2022-03-15;49;202;79;38220
03;2022-03-15;25;126;89;23577
03;2022-03-15;4;36;90;7107
03;2022-03-15;586;2516;0;331315
03;2022-03-16;58;226;09;30871
03;2022-03-16;80;221;19;35788
03;2022-03-16;59;220;29;28141
03;2022-03-16;109;224;39;33349
03;2022-03-16;85;222;49;39464
03;2022-03-16;68;188;59;45840
03;2022-03-16;55;228;69;48958
03;2022-03-16;69;215;79;38220
03;2022-03-16;30;137;89;23577
03;2022-03-16;14;54;90;7107
03;2022-03-16;627;1935;0;331315
03;2022-03-17;57;372;09;30871
03;2022-03-17;77;259;19;35788
03;2022-03-17;72;188;29;28141
03;2022-03-17;77;208;39;33349
03;2022-03-17;89;230;49;39464
03;2022-03-17;65;182;59;45840
03;2022-03-17;62;158;69;48958
03;2022-03-17;52;153;79;38220
03;2022-03-17;20;89;89;23577
03;2022-03-17;2;31;90;7107
03;2022-03-17;573;1871;0;331315
03;2022-03-18;67;215;09;30871
03;2022-03-18;83;232;19;35788
03;2022-03-18;54;188;29;28141
03;2022-03-18;78;188;39;33349
03;2022-03-18;92;193;49;39464
03;2022-03-18;61;223;59;45840
03;2022-03-18;59;185;69;48958
03;2022-03-18;56;190;79;38220
03;2022-03-18;34;95;89;23577
03;2022-03-18;2;20;90;7107
03;2022-03-18;586;1730;0;331315
03;2022-03-19;51;148;09;30871
03;2022-03-19;77;200;19;35788
03;2022-03-19;34;124;29;28141
03;2022-03-19;60;141;39;33349
03;2022-03-19;54;179;49;39464
03;2022-03-19;48;175;59;45840
03;2022-03-19;57;193;69;48958
03;2022-03-19;41;186;79;38220
03;2022-03-19;9;77;89;23577
03;2022-03-19;4;20;90;7107
03;2022-03-19;435;1443;0;331315
03;2022-03-20;11;26;09;30871
03;2022-03-20;8;25;19;35788
03;2022-03-20;4;29;29;28141
03;2022-03-20;11;34;39;33349
03;2022-03-20;16;35;49;39464
03;2022-03-20;3;23;59;45840
03;2022-03-20;5;24;69;48958
03;2022-03-20;4;44;79;38220
03;2022-03-20;2;39;89;23577
03;2022-03-20;4;12;90;7107
03;2022-03-20;68;291;0;331315
03;2022-03-21;121;441;09;30871
03;2022-03-21;237;553;19;35788
03;2022-03-21;104;297;29;28141
03;2022-03-21;134;339;39;33349
03;2022-03-21;212;459;49;39464
03;2022-03-21;172;407;59;45840
03;2022-03-21;106;372;69;48958
03;2022-03-21;88;348;79;38220
03;2022-03-21;48;207;89;23577
03;2022-03-21;16;84;90;7107
03;2022-03-21;1238;3508;0;331315
03;2022-03-22;104;896;09;30871
03;2022-03-22;170;472;19;35788
03;2022-03-22;77;253;29;28141
03;2022-03-22;108;271;39;33349
03;2022-03-22;114;294;49;39464
03;2022-03-22;105;291;59;45840
03;2022-03-22;86;285;69;48958
03;2022-03-22;79;258;79;38220
03;2022-03-22;38;130;89;23577
03;2022-03-22;8;54;90;7107
03;2022-03-22;889;3205;0;331315
03;2022-03-23;50;183;09;30871
03;2022-03-23;142;359;19;35788
03;2022-03-23;81;222;29;28141
03;2022-03-23;86;228;39;33349
03;2022-03-23;120;301;49;39464
03;2022-03-23;113;292;59;45840
03;2022-03-23;74;223;69;48958
03;2022-03-23;86;234;79;38220
03;2022-03-23;45;148;89;23577
03;2022-03-23;28;63;90;7107
03;2022-03-23;825;2253;0;331315
03;2022-03-24;67;402;09;30871
03;2022-03-24;126;360;19;35788
03;2022-03-24;70;206;29;28141
03;2022-03-24;100;259;39;33349
03;2022-03-24;129;290;49;39464
03;2022-03-24;104;252;59;45840
03;2022-03-24;95;266;69;48958
03;2022-03-24;97;240;79;38220
03;2022-03-24;44;145;89;23577
03;2022-03-24;24;72;90;7107
03;2022-03-24;856;2492;0;331315
03;2022-03-25;61;170;09;30871
03;2022-03-25;112;278;19;35788
03;2022-03-25;64;190;29;28141
03;2022-03-25;81;247;39;33349
03;2022-03-25;121;259;49;39464
03;2022-03-25;108;293;59;45840
03;2022-03-25;103;270;69;48958
03;2022-03-25;104;257;79;38220
03;2022-03-25;49;133;89;23577
03;2022-03-25;11;30;90;7107
03;2022-03-25;814;2127;0;331315
03;2022-03-26;45;116;09;30871
03;2022-03-26;85;210;19;35788
03;2022-03-26;48;153;29;28141
03;2022-03-26;94;207;39;33349
03;2022-03-26;91;212;49;39464
03;2022-03-26;103;276;59;45840
03;2022-03-26;63;218;69;48958
03;2022-03-26;61;231;79;38220
03;2022-03-26;35;122;89;23577
03;2022-03-26;15;40;90;7107
03;2022-03-26;640;1785;0;331315
03;2022-03-27;4;23;09;30871
03;2022-03-27;8;34;19;35788
03;2022-03-27;5;17;29;28141
03;2022-03-27;5;22;39;33349
03;2022-03-27;11;28;49;39464
03;2022-03-27;8;29;59;45840
03;2022-03-27;6;31;69;48958
03;2022-03-27;6;35;79;38220
03;2022-03-27;11;46;89;23577
03;2022-03-27;8;19;90;7107
03;2022-03-27;72;284;0;331315
03;2022-03-28;94;324;09;30871
03;2022-03-28;203;481;19;35788
03;2022-03-28;108;293;29;28141
03;2022-03-28;199;400;39;33349
03;2022-03-28;246;481;49;39464
03;2022-03-28;199;458;59;45840
03;2022-03-28;156;416;69;48958
03;2022-03-28;133;392;79;38220
03;2022-03-28;81;227;89;23577
03;2022-03-28;30;118;90;7107
03;2022-03-28;1449;3591;0;331315
03;2022-03-29;59;597;09;30871
03;2022-03-29;146;473;19;35788
03;2022-03-29;67;231;29;28141
03;2022-03-29;111;290;39;33349
03;2022-03-29;152;333;49;39464
03;2022-03-29;108;336;59;45840
03;2022-03-29;97;330;69;48958
03;2022-03-29;104;309;79;38220
03;2022-03-29;63;199;89;23577
03;2022-03-29;32;108;90;7107
03;2022-03-29;939;3206;0;331315
03;2022-03-30;56;170;09;30871
03;2022-03-30;130;318;19;35788
03;2022-03-30;110;241;29;28141
03;2022-03-30;123;272;39;33349
03;2022-03-30;143;322;49;39464
03;2022-03-30;112;311;59;45840
03;2022-03-30;98;319;69;48958
03;2022-03-30;113;296;79;38220
03;2022-03-30;61;188;89;23577
03;2022-03-30;17;63;90;7107
03;2022-03-30;963;2501;0;331315
03;2022-03-31;37;296;09;30871
03;2022-03-31;103;317;19;35788
03;2022-03-31;74;201;29;28141
03;2022-03-31;113;250;39;33349
03;2022-03-31;112;251;49;39464
03;2022-03-31;105;252;59;45840
03;2022-03-31;108;266;69;48958
03;2022-03-31;102;240;79;38220
03;2022-03-31;49;175;89;23577
03;2022-03-31;28;99;90;7107
03;2022-03-31;831;2347;0;331315
03;2022-04-01;41;149;09;30871
03;2022-04-01;76;204;19;35788
03;2022-04-01;61;166;29;28141
03;2022-04-01;86;204;39;33349
03;2022-04-01;83;236;49;39464
03;2022-04-01;104;260;59;45840
03;2022-04-01;124;311;69;48958
03;2022-04-01;72;239;79;38220
03;2022-04-01;54;144;89;23577
03;2022-04-01;15;52;90;7107
03;2022-04-01;716;1965;0;331315
03;2022-04-02;30;110;09;30871
03;2022-04-02;64;184;19;35788
03;2022-04-02;42;127;29;28141
03;2022-04-02;52;136;39;33349
03;2022-04-02;82;208;49;39464
03;2022-04-02;79;201;59;45840
03;2022-04-02;64;219;69;48958
03;2022-04-02;55;211;79;38220
03;2022-04-02;27;111;89;23577
03;2022-04-02;7;30;90;7107
03;2022-04-02;502;1537;0;331315
03;2022-04-03;8;21;09;30871
03;2022-04-03;7;23;19;35788
03;2022-04-03;12;31;29;28141
03;2022-04-03;4;20;39;33349
03;2022-04-03;9;27;49;39464
03;2022-04-03;3;26;59;45840
03;2022-04-03;8;30;69;48958
03;2022-04-03;5;20;79;38220
03;2022-04-03;6;35;89;23577
03;2022-04-03;4;23;90;7107
03;2022-04-03;66;256;0;331315
03;2022-04-04;101;225;09;30871
03;2022-04-04;147;325;19;35788
03;2022-04-04;133;299;29;28141
03;2022-04-04;157;329;39;33349
03;2022-04-04;192;363;49;39464
03;2022-04-04;224;435;59;45840
03;2022-04-04;144;357;69;48958
03;2022-04-04;147;378;79;38220
03;2022-04-04;57;181;89;23577
03;2022-04-04;31;95;90;7107
03;2022-04-04;1333;2988;0;331315
03;2022-04-05;49;162;09;30871
03;2022-04-05;107;290;19;35788
03;2022-04-05;90;226;29;28141
03;2022-04-05;116;261;39;33349
03;2022-04-05;125;274;49;39464
03;2022-04-05;121;298;59;45840
03;2022-04-05;106;282;69;48958
03;2022-04-05;88;313;79;38220
03;2022-04-05;60;173;89;23577
03;2022-04-05;15;54;90;7107
03;2022-04-05;877;2333;0;331315
03;2022-04-06;40;188;09;30871
03;2022-04-06;108;271;19;35788
03;2022-04-06;109;253;29;28141
03;2022-04-06;106;229;39;33349
03;2022-04-06;152;296;49;39464
03;2022-04-06;152;303;59;45840
03;2022-04-06;133;330;69;48958
03;2022-04-06;114;286;79;38220
03;2022-04-06;44;174;89;23577
03;2022-04-06;18;73;90;7107
03;2022-04-06;976;2405;0;331315
03;2022-04-07;44;176;09;30871
03;2022-04-07;78;228;19;35788
03;2022-04-07;80;235;29;28141
03;2022-04-07;117;255;39;33349
03;2022-04-07;115;247;49;39464
03;2022-04-07;115;249;59;45840
03;2022-04-07;117;240;69;48958
03;2022-04-07;101;224;79;38220
03;2022-04-07;50;131;89;23577
03;2022-04-07;21;56;90;7107
03;2022-04-07;838;2041;0;331315
03;2022-04-08;51;136;09;30871
03;2022-04-08;107;296;19;35788
03;2022-04-08;84;232;29;28141
03;2022-04-08;107;279;39;33349
03;2022-04-08;121;258;49;39464
03;2022-04-08;130;301;59;45840
03;2022-04-08;148;332;69;48958
03;2022-04-08;109;287;79;38220
03;2022-04-08;64;199;89;23577
03;2022-04-08;30;88;90;7107
03;2022-04-08;951;2410;0;331315
03;2022-04-09;41;121;09;30871
03;2022-04-09;67;191;19;35788
03;2022-04-09;52;137;29;28141
03;2022-04-09;79;158;39;33349
03;2022-04-09;83;192;49;39464
03;2022-04-09;92;239;59;45840
03;2022-04-09;82;217;69;48958
03;2022-04-09;56;197;79;38220
03;2022-04-09;29;99;89;23577
03;2022-04-09;13;32;90;7107
03;2022-04-09;594;1583;0;331315
03;2022-04-10;4;14;09;30871
03;2022-04-10;2;12;19;35788
03;2022-04-10;7;23;29;28141
03;2022-04-10;7;17;39;33349
03;2022-04-10;12;22;49;39464
03;2022-04-10;9;24;59;45840
03;2022-04-10;7;37;69;48958
03;2022-04-10;8;31;79;38220
03;2022-04-10;8;31;89;23577
03;2022-04-10;5;24;90;7107
03;2022-04-10;69;235;0;331315
03;2022-04-11;86;220;09;30871
03;2022-04-11;123;292;19;35788
03;2022-04-11;117;288;29;28141
03;2022-04-11;175;346;39;33349
03;2022-04-11;213;393;49;39464
03;2022-04-11;211;416;59;45840
03;2022-04-11;132;352;69;48958
03;2022-04-11;136;359;79;38220
03;2022-04-11;62;167;89;23577
03;2022-04-11;27;82;90;7107
03;2022-04-11;1282;2915;0;331315
03;2022-04-12;59;192;09;30871
03;2022-04-12;85;212;19;35788
03;2022-04-12;83;227;29;28141
03;2022-04-12;83;224;39;33349
03;2022-04-12;127;271;49;39464
03;2022-04-12;115;266;59;45840
03;2022-04-12;97;298;69;48958
03;2022-04-12;110;302;79;38220
03;2022-04-12;55;180;89;23577
03;2022-04-12;10;74;90;7107
03;2022-04-12;824;2246;0;331315
03;2022-04-13;50;167;09;30871
03;2022-04-13;70;220;19;35788
03;2022-04-13;85;236;29;28141
03;2022-04-13;96;213;39;33349
03;2022-04-13;122;250;49;39464
03;2022-04-13;126;260;59;45840
03;2022-04-13;124;297;69;48958
03;2022-04-13;122;280;79;38220
03;2022-04-13;51;141;89;23577
03;2022-04-13;7;28;90;7107
03;2022-04-13;853;2092;0;331315
03;2022-04-14;40;150;09;30871
03;2022-04-14;57;168;19;35788
03;2022-04-14;74;188;29;28141
03;2022-04-14;100;224;39;33349
03;2022-04-14;106;219;49;39464
03;2022-04-14;112;241;59;45840
03;2022-04-14;111;255;69;48958
03;2022-04-14;107;258;79;38220
03;2022-04-14;48;129;89;23577
03;2022-04-14;15;44;90;7107
03;2022-04-14;770;1876;0;331315
03;2022-04-15;27;111;09;30871
03;2022-04-15;60;241;19;35788
03;2022-04-15;45;167;29;28141
03;2022-04-15;75;203;39;33349
03;2022-04-15;75;231;49;39464
03;2022-04-15;95;275;59;45840
03;2022-04-15;89;235;69;48958
03;2022-04-15;96;229;79;38220
03;2022-04-15;52;164;89;23577
03;2022-04-15;12;61;90;7107
03;2022-04-15;626;1917;0;331315
03;2022-04-16;23;77;09;30871
03;2022-04-16;40;175;19;35788
03;2022-04-16;42;131;29;28141
03;2022-04-16;59;164;39;33349
03;2022-04-16;55;180;49;39464
03;2022-04-16;75;205;59;45840
03;2022-04-16;75;213;69;48958
03;2022-04-16;71;199;79;38220
03;2022-04-16;30;89;89;23577
03;2022-04-16;15;41;90;7107
03;2022-04-16;485;1474;0;331315
03;2022-04-17;3;12;09;30871
03;2022-04-17;4;14;19;35788
03;2022-04-17;7;31;29;28141
03;2022-04-17;11;28;39;33349
03;2022-04-17;6;18;49;39464
03;2022-04-17;9;18;59;45840
03;2022-04-17;8;38;69;48958
03;2022-04-17;10;24;79;38220
03;2022-04-17;13;36;89;23577
03;2022-04-17;7;22;90;7107
03;2022-04-17;78;241;0;331315
03;2022-04-18;6;18;09;30871
03;2022-04-18;5;27;19;35788
03;2022-04-18;5;33;29;28141
03;2022-04-18;7;28;39;33349
03;2022-04-18;9;37;49;39464
03;2022-04-18;14;36;59;45840
03;2022-04-18;9;38;69;48958
03;2022-04-18;9;48;79;38220
03;2022-04-18;9;49;89;23577
03;2022-04-18;3;16;90;7107
03;2022-04-18;76;330;0;331315
03;2022-04-19;47;133;09;30871
03;2022-04-19;40;168;19;35788
03;2022-04-19;99;232;29;28141
03;2022-04-19;108;233;39;33349
03;2022-04-19;146;319;49;39464
03;2022-04-19;160;351;59;45840
03;2022-04-19;140;344;69;48958
03;2022-04-19;137;332;79;38220
03;2022-04-19;81;200;89;23577
03;2022-04-19;18;78;90;7107
03;2022-04-19;976;2390;0;331315
03;2022-04-20;34;93;09;30871
03;2022-04-20;23;86;19;35788
03;2022-04-20;56;146;29;28141
03;2022-04-20;59;137;39;33349
03;2022-04-20;75;150;49;39464
03;2022-04-20;84;203;59;45840
03;2022-04-20;98;227;69;48958
03;2022-04-20;92;229;79;38220
03;2022-04-20;59;167;89;23577
03;2022-04-20;36;94;90;7107
03;2022-04-20;616;1533;0;331315
03;2022-04-21;11;40;09;30871
03;2022-04-21;20;85;19;35788
03;2022-04-21;40;125;29;28141
03;2022-04-21;57;133;39;33349
03;2022-04-21;62;146;49;39464
03;2022-04-21;75;157;59;45840
03;2022-04-21;86;189;69;48958
03;2022-04-21;75;192;79;38220
03;2022-04-21;54;115;89;23577
03;2022-04-21;11;37;90;7107
03;2022-04-21;491;1219;0;331315
03;2022-04-22;27;58;09;30871
03;2022-04-22;24;91;19;35788
03;2022-04-22;39;120;29;28141
03;2022-04-22;67;154;39;33349
03;2022-04-22;53;133;49;39464
03;2022-04-22;64;159;59;45840
03;2022-04-22;67;180;69;48958
03;2022-04-22;73;202;79;38220
03;2022-04-22;29;94;89;23577
03;2022-04-22;13;26;90;7107
03;2022-04-22;456;1217;0;331315
04;2020-05-13;0;5;09;16220
04;2020-05-13;0;1;19;18061
04;2020-05-13;0;10;29;13269
04;2020-05-13;0;10;39;17545
04;2020-05-13;1;10;49;19525
04;2020-05-13;0;13;59;23898
04;2020-05-13;0;21;69;24485
04;2020-05-13;0;18;79;18808
04;2020-05-13;0;11;89;10427
04;2020-05-13;0;0;90;2959
04;2020-05-13;1;99;0;165197
04;2020-05-14;1;3;09;16220
04;2020-05-14;0;4;19;18061
04;2020-05-14;1;12;29;13269
04;2020-05-14;0;9;39;17545
04;2020-05-14;0;14;49;19525
04;2020-05-14;0;18;59;23898
04;2020-05-14;0;17;69;24485
04;2020-05-14;0;23;79;18808
04;2020-05-14;0;14;89;10427
04;2020-05-14;0;3;90;2959
04;2020-05-14;2;117;0;165197
04;2020-05-15;0;6;09;16220
04;2020-05-15;0;5;19;18061
04;2020-05-15;0;9;29;13269
04;2020-05-15;1;13;39;17545
04;2020-05-15;0;7;49;19525
04;2020-05-15;0;11;59;23898
04;2020-05-15;0;12;69;24485
04;2020-05-15;0;12;79;18808
04;2020-05-15;0;12;89;10427
04;2020-05-15;0;7;90;2959
04;2020-05-15;1;94;0;165197
04;2020-05-16;0;1;09;16220
04;2020-05-16;0;1;19;18061
04;2020-05-16;0;2;29;13269
04;2020-05-16;0;2;39;17545
04;2020-05-16;0;4;49;19525
04;2020-05-16;0;7;59;23898
04;2020-05-16;0;5;69;24485
04;2020-05-16;0;2;79;18808
04;2020-05-16;0;6;89;10427
04;2020-05-16;0;3;90;2959
04;2020-05-16;0;33;0;165197
04;2020-05-17;0;1;09;16220
04;2020-05-17;0;1;19;18061
04;2020-05-17;0;1;29;13269
04;2020-05-17;0;2;39;17545
04;2020-05-17;0;4;49;19525
04;2020-05-17;0;1;59;23898
04;2020-05-17;0;1;69;24485
04;2020-05-17;0;5;79;18808
04;2020-05-17;0;1;89;10427
04;2020-05-17;0;2;90;2959
04;2020-05-17;0;19;0;165197
04;2020-05-18;0;7;09;16220
04;2020-05-18;0;1;19;18061
04;2020-05-18;0;4;29;13269
04;2020-05-18;0;6;39;17545
04;2020-05-18;0;4;49;19525
04;2020-05-18;0;10;59;23898
04;2020-05-18;0;9;69;24485
04;2020-05-18;0;12;79;18808
04;2020-05-18;0;15;89;10427
04;2020-05-18;0;3;90;2959
04;2020-05-18;0;71;0;165197
04;2020-05-19;0;6;09;16220
04;2020-05-19;0;8;19;18061
04;2020-05-19;0;9;29;13269
04;2020-05-19;0;9;39;17545
04;2020-05-19;0;5;49;19525
04;2020-05-19;0;17;59;23898
04;2020-05-19;0;14;69;24485
04;2020-05-19;0;12;79;18808
04;2020-05-19;0;9;89;10427
04;2020-05-19;0;4;90;2959
04;2020-05-19;0;93;0;165197
04;2020-05-20;0;4;09;16220
04;2020-05-20;0;4;19;18061
04;2020-05-20;0;14;29;13269
04;2020-05-20;1;9;39;17545
04;2020-05-20;0;19;49;19525
04;2020-05-20;1;17;59;23898
04;2020-05-20;0;22;69;24485
04;2020-05-20;0;13;79;18808
04;2020-05-20;0;11;89;10427
04;2020-05-20;0;1;90;2959
04;2020-05-20;2;114;0;165197
04;2020-05-21;0;0;09;16220
04;2020-05-21;0;0;19;18061
04;2020-05-21;0;1;29;13269
04;2020-05-21;0;2;39;17545
04;2020-05-21;0;0;49;19525
04;2020-05-21;0;4;59;23898
04;2020-05-21;0;6;69;24485
04;2020-05-21;0;4;79;18808
04;2020-05-21;0;0;89;10427
04;2020-05-21;0;2;90;2959
04;2020-05-21;0;19;0;165197
04;2020-05-22;0;6;09;16220
04;2020-05-22;0;9;19;18061
04;2020-05-22;0;8;29;13269
04;2020-05-22;0;10;39;17545
